ReferenceGene,Subsystem,General_subsystem,CP043320,CP063780,CP039749,AP022324,CP000712,CP026386,CP012831,CP015225,CP043179,CP041013,CP061848,CP053697,CP076683,CP020100,CP060288,AP014655.1,CP007511.1,CP065866,CP022562,LS483372,CP069317,CP014784,CP065867,CP024478,CP013144,CP073105,CP038001,CP022561,CP045416,CP045349,AE004091.2,CP068238,CP012830,LR590473,CP065865,CP008896,CP061335,CP032419,CP045359,AP024503,CP008749.1,CP070982,CP050291,CP022560,CP058975
PA14_39280,Alternate Carbon Metabolism,Amino acids,FXF61_12125,IH404_18845,FA030_14930,PPTS312_35720,Pput_3232,C3F42_28180,AO356_00950,TK06_00860,FQ342_00265,FIU24_14660,IE322_11965,HNE05_15335,KQ248_13395,BVH74_08720,H7683_13235,MT1_1972,CL52_04220,I9X27_15955,CHR29_16950,NCTC10038_04037,JQN61_03595,A0T30_04780,I9X29_15970,CS390_09130,AOU28_04705,KCX70_04465,DCC84_11075,CHN49_17165,FIU84_12195,FIV02_04090,PA1950,JHW37_15780,AO353_20835,NCTC13359_04015,I9X26_18760,HZ99_07355,ICJ54_11585,D3880_20185,FIU98_04080,PproGo58_20090,OU9_01974,JYG34_09570,HAV28_14875,CHR26_19300,HXW90_21080
PA14_12970,Alternate Carbon Metabolism,Amino acids,,IH404_02210,FA030_02070,PPTS312_07090,Pput_0245,C3F42_15965,AO356_10205,TK06_19565,FQ342_09575,FIU24_27525,IE322_20220,HNE05_09215,KQ248_08125,BVH74_06795,H7683_21000,,,I9X27_05105,CHR29_01280,NCTC10038_00261,JQN61_09370,,I9X29_05175,CS390_23425,AOU28_14820,,DCC84_01225,CHN49_01040,,,PA3935,JHW37_04945,AO353_11710,NCTC13359_01475,I9X26_05450,HZ99_19355,ICJ54_03015,D3880_10645,,PproGo58_02660,OU9_03985,JYG34_00990,HAV28_24195,CHR26_06455,HXW90_01170
PA14_34750,Alternate Carbon Metabolism,Amino acids,,IH404_01535,FA030_12430,PPTS312_06400,Pput_0190,C3F42_15965,AO356_10550,TK06_19900,FQ342_10275,FIU24_17165,IE322_20600,HNE05_09215,KQ248_08125,BVH74_06795,H7683_21000,,,I9X27_14030,CHR29_00670,NCTC10038_00142,JQN61_09370,,I9X29_14205,CS390_23425,AOU28_06475,,DCC84_00685,CHN49_00735,,,PA2310,JHW37_04945,AO353_11200,NCTC13359_03525,I9X26_16445,HZ99_18495,ICJ54_02630,D3880_10650,,PproGo58_01310,OU9_02328,JYG34_00695,HAV28_00690,CHR26_06815,HXW90_00665
PA14_11260,Alternate Carbon Metabolism,Amino acids,FXF61_13570,IH404_03270,FA030_01395,PPTS312_09920,Pput_0536,C3F42_14405,AO356_14875,TK06_24510,FQ342_14530,FIU24_28200,IE322_18785,HNE05_00600,KQ248_00695,BVH74_11275,H7683_06045,MT1_4098,CL52_17535,I9X27_04440,CHR29_02965,NCTC10038_00528,JQN61_02730,A0T30_19545,I9X29_04515,CS390_21790,AOU28_15490,KCX70_03210,DCC84_01415,CHN49_02580,FIU84_03775,FIV02_20905,PA4068,JHW37_04300,AO353_06770,NCTC13359_01340,I9X26_04785,HZ99_20485,ICJ54_04490,D3880_02970,FIU98_20890,PproGo58_52340,OU9_04121,JYG34_02640,HAV28_22665,CHR26_04900,HXW90_01340
PA14_34350,Alternate Carbon Metabolism,Amino acids,FXF61_05140,IH404_15920,FA030_12005,PPTS312_43860,Pput_1116,C3F42_04760,AO356_27695,TK06_03980,FQ342_27145,FIU24_17590,IE322_01685,HNE05_00570,KQ248_16595,BVH74_10965,H7683_18035,MT1_2615,CL52_12710,I9X27_13865,CHR29_21835,NCTC10038_02749,JQN61_11035,A0T30_19575,I9X29_14035,CS390_19150,AOU28_06615,KCX70_12940,DCC84_18490,CHN49_05600,FIU84_11235,FIV02_23855,PA2343,JHW37_13990,AO353_25905,NCTC13359_03443,I9X26_16280,HZ99_03905,ICJ54_21965,D3880_14295,FIU98_23835,PproGo58_29810,OU9_02360,JYG34_05585,HAV28_19990,CHR26_13725,HXW90_13625
PA14_20440,Alternate Carbon Metabolism,Amino acids,FXF61_12550,IH404_10050,FA030_05230,PPTS312_40860,Pput_1446,C3F42_25255,AO356_12490,TK06_21890,FQ342_19875,FIU24_24365,IE322_03335,HNE05_18715,KQ248_04825,BVH74_05205,H7683_18855,MT1_0403,CL52_20385,I9X27_08085,CHR29_19875,NCTC10038_02004,JQN61_09410,A0T30_01060,I9X29_08365,CS390_07120,AOU28_12020,KCX70_03925,DCC84_24560,CHN49_07540,FIU84_20950,FIV02_08625,PA3373,JHW37_07865,AO353_02935,NCTC13359_02100,I9X26_08655,HZ99_26100,ICJ54_20315,D3880_07920,FIU98_08605,PproGo58_43470,OU9_03431,JYG34_18445,HAV28_07350,CHR26_16525,HXW90_09570
PA14_02790,Alternate Carbon Metabolism,Amino acids,FXF61_09440,IH404_08295,FA030_30550,PPTS312_45360,Pput_4346,C3F42_11340,AO356_04930,TK06_14245,FQ342_04255,FIU24_31940,IE322_01085,HNE05_15000,KQ248_14795,BVH74_05530,H7683_05800,MT1_2228,CL52_07400,I9X27_01165,CHR29_22370,NCTC10038_01552,JQN61_16405,A0T30_18045,I9X29_01150,CS390_19625,AOU28_18730,KCX70_12135,DCC84_06790,CHN49_22885,FIU84_06110,FIV02_20400,PA0228,JHW37_01100,AO353_17205,NCTC13359_00594,I9X26_01200,HZ99_24560,ICJ54_22435,D3880_08640,FIU98_20385,PproGo58_13100,OU9_00231,JYG34_05425,HAV28_20470,CHR26_13230,HXW90_07495
PA14_33450,Alternate Carbon Metabolism,Amino acids,,,FA030_11635,,,,AO356_24205,TK06_08265,,FIU24_17960,,,KQ248_06950,,,MT1_0831,CL52_18680,I9X27_13500,,,,,,,,KCX70_19875,,,FIU84_19510,,PA2416,JHW37_13765,,NCTC13359_03373,,,,,,,OU9_02444,,,,
PA14_45010,Alternate Carbon Metabolism,Amino acids,FXF61_06695,IH404_10110,FA030_17285,PPTS312_39730,Pput_1571,C3F42_07200,AO356_19615,TK06_29080,FQ342_02335,FIU24_12305,IE322_03950,HNE05_04490,KQ248_20380,BVH74_09580,H7683_19605,MT1_3469,CL52_05465,I9X27_18695,CHR29_19310,NCTC10038_02018,JQN61_08540,A0T30_15150,I9X29_18670,CS390_07730,AOU28_02405,KCX70_16300,DCC84_24490,CHN49_08130,FIU84_16015,FIV02_15000,PA1501,JHW37_17885,AO353_01925,NCTC13359_04491,I9X26_21440,HZ99_26140,ICJ54_19680,D3880_09345,FIU98_14980,PproGo58_16710,OU9_01501,JYG34_08020,HAV28_07895,CHR26_17235,HXW90_09615
PA14_07930,Alternate Carbon Metabolism,Amino acids,FXF61_01005,IH404_25760,FA030_32600,PPTS312_09080,Pput_0450,C3F42_14945,AO356_14415,TK06_24050,FQ342_14035,FIU24_29895,IE322_19245,HNE05_20310,KQ248_01085,BVH74_06955,H7683_06495,MT1_4166,CL52_02875,I9X27_03095,CHR29_02455,NCTC10038_05525,JQN61_02265,A0T30_20015,I9X29_03095,CS390_22225,AOU28_20685,KCX70_02825,DCC84_30825,CHN49_02100,FIU84_03380,FIV02_21320,PA0608,JHW37_02955,AO353_07235,NCTC13359_01003,I9X26_03365,HZ99_14665,ICJ54_04025,D3880_02570,FIU98_21305,PproGo58_53160,OU9_00620,JYG34_02045,HAV28_23130,CHR26_05410,HXW90_28505
PA14_23210,Alternate Carbon Metabolism,Amino acids,FXF61_05620,IH404_09450,FA030_06310,PPTS312_17980,Pput_3950,C3F42_08865,AO356_03495,TK06_12720,FQ342_20775,FIU24_23285,IE322_14935,HNE05_11000,KQ248_17265,BVH74_10755,H7683_19820,MT1_2747,CL52_07820,I9X27_09145,CHR29_06915,NCTC10038_01866,JQN61_14730,A0T30_15235,I9X29_09475,CS390_18095,AOU28_10955,KCX70_13060,DCC84_09120,CHN49_20855,FIU84_11855,FIV02_09550,PA3172,JHW37_08840,AO353_02100,NCTC13359_02312,I9X26_09735,HZ99_27045,ICJ54_08590,D3880_14900,FIU98_09530,PproGo58_41730,OU9_03218,JYG34_07005,HAV28_18950,CHR26_00930,HXW90_08945
PA14_43460,Alternate Carbon Metabolism,Amino acids,FXF61_04690,IH404_09140,FA030_16615,PPTS312_30050,Pput_2477,C3F42_01790,AO356_29995,TK06_09190,FQ342_31780,FIU24_12975,IE322_09295,HNE05_13185,KQ248_01810,BVH74_05535,H7683_12080,MT1_4361,CL52_02195,I9X27_17615,CHR29_14120,NCTC10038_01801,JQN61_06525,A0T30_17290,I9X29_18005,CS390_12480,AOU28_03055,KCX70_02060,DCC84_10070,CHN49_13550,FIU84_10595,FIV02_01965,PA1628,JHW37_17250,AO353_27535,NCTC13359_04358,I9X26_20785,HZ99_03315,ICJ54_14905,D3880_08470,FIU98_01965,PproGo58_20600,OU9_01635,JYG34_13360,HAV28_12350,CHR26_22340,HXW90_10720
PA14_45190,Alternate Carbon Metabolism,Amino acids,FXF61_05140,IH404_07020,FA030_17355,PPTS312_43860,Pput_1116,C3F42_23875,AO356_18250,TK06_27775,FQ342_08420,FIU24_12235,IE322_01685,HNE05_11645,KQ248_11755,BVH74_10965,H7683_03210,MT1_1657,CL52_12710,I9X27_18765,CHR29_21835,NCTC10038_01332,JQN61_11035,A0T30_15675,I9X29_18740,CS390_19150,AOU28_02335,KCX70_07525,DCC84_27700,CHN49_05600,FIU84_07685,FIV02_17750,PA1487,JHW37_06975,AO353_04180,NCTC13359_04506,I9X26_21510,HZ99_02090,ICJ54_21965,D3880_16550,FIU98_17735,PproGo58_04970,OU9_01487,JYG34_05585,HAV28_19990,CHR26_13725,HXW90_06415
PA14_24960,Alternate Carbon Metabolism,Amino acids,FXF61_05140,IH404_12080,FA030_07315,PPTS312_43860,Pput_1116,C3F42_04760,AO356_18250,TK06_27775,FQ342_28715,FIU24_22280,IE322_01685,HNE05_05485,KQ248_16595,BVH74_10965,H7683_18035,MT1_2615,CL52_12710,I9X27_09890,CHR29_21835,NCTC10038_03970,JQN61_11035,A0T30_14560,I9X29_10225,CS390_19150,AOU28_10235,KCX70_12940,DCC84_13135,CHN49_05600,FIU84_11235,FIV02_07890,PA3024,JHW37_09690,AO353_04180,NCTC13359_02512,I9X26_10515,HZ99_14075,ICJ54_21965,D3880_14295,FIU98_07875,PproGo58_32320,OU9_03079,JYG34_05585,HAV28_19990,CHR26_13725,HXW90_06415
PA14_38140,Alternate Carbon Metabolism,Amino acids,FXF61_06820,IH404_27195,FA030_13980,PPTS312_02900,Pput_5091,C3F42_18565,AO356_13135,TK06_22580,FQ342_12520,FIU24_15615,IE322_22595,HNE05_19020,KQ248_05160,BVH74_06290,H7683_11895,MT1_0468,CL52_20020,I9X27_15495,CHR29_26505,NCTC10038_05825,JQN61_20220,A0T30_03005,I9X29_15495,CS390_23550,AOU28_17320,KCX70_21975,DCC84_32355,CHN49_26615,FIU84_00315,FIV02_01770,PA2040,JHW37_15340,AO353_08595,NCTC13359_03829,I9X26_18300,HZ99_16310,ICJ54_00760,D3880_00965,FIU98_01770,PproGo58_56070,OU9_02065,JYG34_25000,HAV28_00945,CHR26_08855,HXW90_29885
PA14_20670,Alternate Carbon Metabolism,Amino acids,FXF61_06820,IH404_16880,FA030_05320,PPTS312_40740,Pput_1455,C3F42_25300,AO356_18875,TK06_28320,FQ342_19925,FIU24_24275,IE322_08855,HNE05_06535,KQ248_05170,BVH74_02585,H7683_11900,MT1_0470,CL52_20030,I9X27_08175,CHR29_19815,NCTC10038_05822,JQN61_09040,A0T30_11170,I9X29_08475,CS390_07200,AOU28_11930,KCX70_21965,DCC84_32345,CHN49_07590,FIU84_00325,FIV02_15490,PA3356,JHW37_07955,AO353_02900,NCTC13359_02118,I9X26_08765,HZ99_16300,ICJ54_15360,D3880_08875,FIU98_15470,PproGo58_43390,OU9_03415,JYG34_18370,HAV28_07400,CHR26_16690,HXW90_17220
PA14_44240,Alternate Carbon Metabolism,Amino acids,FXF61_06820,IH404_08945,FA030_16940,PPTS312_41630,Pput_1342,C3F42_09250,AO356_04435,TK06_13725,FQ342_30220,FIU24_12650,IE322_02935,HNE05_18260,KQ248_05160,BVH74_06290,H7683_08455,MT1_0468,CL52_17240,I9X27_17935,CHR29_20290,NCTC10038_01760,JQN61_09815,A0T30_01665,I9X29_18325,CS390_06740,AOU28_02740,KCX70_04310,DCC84_07620,CHN49_07085,FIU84_00315,FIV02_23290,PA1566,JHW37_17570,AO353_08595,NCTC13359_04423,I9X26_21105,HZ99_25210,ICJ54_20725,D3880_09505,FIU98_23270,PproGo58_23830,OU9_01570,JYG34_18960,HAV28_06915,CHR26_16090,HXW90_08210
PA14_03880,Alternate Carbon Metabolism,Amino acids,FXF61_06820,IH404_27190,FA030_30915,PPTS312_02880,Pput_5090,C3F42_18575,AO356_13145,TK06_22590,FQ342_12530,FIU24_31575,IE322_22605,HNE05_19030,KQ248_05170,BVH74_06280,H7683_11900,MT1_0470,CL52_20030,I9X27_01510,CHR29_26495,NCTC10038_05822,JQN61_20215,A0T30_03015,I9X29_01515,CS390_23540,AOU28_19085,KCX70_21965,DCC84_32345,CHN49_26605,FIU84_00325,FIV02_01780,PA0298,JHW37_01380,AO353_08590,NCTC13359_00667,I9X26_01550,HZ99_16300,ICJ54_00750,D3880_00975,FIU98_01780,PproGo58_56050,OU9_00303,JYG34_24995,HAV28_00950,CHR26_08865,HXW90_29875
PA14_12890,Alternate Carbon Metabolism,Amino acids,FXF61_10845,IH404_24655,FA030_02040,PPTS312_49010,Pput_4635,C3F42_13850,AO356_15555,TK06_25200,FQ342_15200,FIU24_27555,IE322_24820,HNE05_00895,KQ248_08610,BVH74_18420,H7683_05135,MT1_1045,CL52_03655,I9X27_05075,CHR29_24085,NCTC10038_05299,JQN61_18025,A0T30_19130,I9X29_05145,CS390_21205,AOU28_14850,KCX70_18730,DCC84_29720,CHN49_24415,FIU84_04160,FIV02_19840,PA3941,JHW37_04920,AO353_06240,NCTC13359_01469,I9X26_05420,HZ99_13230,ICJ54_24090,D3880_03490,FIU98_19825,PproGo58_51050,OU9_03991,JYG34_03375,HAV28_22150,CHR26_11025,HXW90_27500
PA14_11190,Alternate Carbon Metabolism,Amino acids,FXF61_05105,IH404_18480,FA030_01370,PPTS312_28170,Pput_2306,C3F42_00135,AO356_28685,TK06_06755,FQ342_26445,FIU24_28225,IE322_08050,HNE05_01325,KQ248_05070,BVH74_04525,H7683_11345,MT1_0449,CL52_00880,I9X27_04415,CHR29_14900,NCTC10038_05953,JQN61_03990,A0T30_00975,I9X29_04490,CS390_04120,AOU28_15515,KCX70_04315,DCC84_13580,CHN49_15765,FIU84_00230,FIV02_12750,PA4073,JHW37_04275,AO353_19510,NCTC13359_01334,I9X26_04760,HZ99_05090,ICJ54_16155,D3880_11315,FIU98_12730,PproGo58_27850,OU9_04126,JYG34_14305,HAV28_13250,CHR26_21440,HXW90_10600
PA14_17860,Alternate Carbon Metabolism,Amino acids,FXF61_04690,IH404_21150,FA030_04200,PPTS312_30050,Pput_2477,C3F42_01790,AO356_29995,TK06_09190,FQ342_31780,FIU24_25395,IE322_09295,HNE05_13185,KQ248_01810,BVH74_05535,H7683_12080,MT1_4361,CL52_02195,I9X27_06980,CHR29_14120,NCTC10038_04587,JQN61_06525,A0T30_17290,I9X29_07270,CS390_12480,AOU28_13035,KCX70_02060,DCC84_10070,CHN49_13550,FIU84_10595,FIV02_01965,PA3590,JHW37_06910,AO353_27535,NCTC13359_01893,I9X26_07645,HZ99_03315,ICJ54_14905,D3880_08470,FIU98_01965,PproGo58_20600,OU9_03629,JYG34_13360,HAV28_14280,CHR26_22340,HXW90_09955
PA14_02680,Alternate Carbon Metabolism,Amino acids,FXF61_13880,IH404_00080,FA030_30505,PPTS312_24510,Pput_3127,C3F42_00185,AO356_12580,TK06_21985,FQ342_24880,FIU24_31985,IE322_11350,HNE05_01325,KQ248_05070,BVH74_02395,H7683_11345,MT1_0449,CL52_00880,I9X27_01120,CHR29_11130,NCTC10038_05953,JQN61_20725,A0T30_00975,I9X29_01105,CS390_24040,AOU28_18685,KCX70_04315,DCC84_14935,CHN49_16615,FIU84_00230,FIV02_23015,PA0219,JHW37_01055,AO353_15035,NCTC13359_00584,I9X26_01155,HZ99_05090,ICJ54_12200,D3880_21985,FIU98_22995,PproGo58_34660,OU9_00222,JYG34_13785,HAV28_12835,CHR26_26275,HXW90_14270
PA14_58375,Amino Acid Metabolism,Amino acids,FXF61_14155,IH404_27330,FA030_22795,PPTS312_21990,Pput_3502,C3F42_18485,AO356_13010,TK06_22445,FQ342_12325,FIU24_06790,IE322_12890,HNE05_16495,KQ248_14325,BVH74_07350,H7683_11815,MT1_2128,CL52_01235,I9X27_24175,CHR29_09580,NCTC10038_02159,JQN61_20300,A0T30_03275,I9X29_25210,CS390_15840,AOU28_25580,KCX70_10560,DCC84_32495,CHN49_18205,FIU84_20440,FIV02_01690,PA4498,JHW37_24050,AO353_19410,NCTC13359_05599,I9X26_27355,HZ99_16450,ICJ54_10670,D3880_07810,FIU98_01690,PproGo58_40130,OU9_04573,JYG34_25080,HAV28_08755,CHR26_27780,HXW90_10340
PA14_14890,Aminoacyl-tRNA biosynthesis,Amino acids,FXF61_03935,IH404_23225,FA030_02800,PPTS312_13720,Pput_0884,C3F42_22595,AO356_06585,TK06_15880,FQ342_17450,FIU24_26795,IE322_17005,HNE05_13575,KQ248_11340,BVH74_08080,H7683_03675,MT1_1572,CL52_06070,I9X27_05875,CHR29_04825,NCTC10038_05029,JQN61_12125,A0T30_17700,I9X29_06165,CS390_04670,AOU28_14125,KCX70_06340,DCC84_05600,CHN49_04480,FIU84_15595,FIV02_18260,PA3802,JHW37_05770,AO353_15895,NCTC13359_01620,I9X26_06120,HZ99_23595,ICJ54_06480,D3880_06005,FIU98_18245,PproGo58_46930,OU9_03846,JYG34_04805,HAV28_04500,CHR26_02975,HXW90_25830
PA14_19050,Aminoacyl-tRNA biosynthesis,Amino acids,FXF61_09070,IH404_07110,FA030_04660,PPTS312_43640,Pput_1137,C3F42_23985,AO356_18375,TK06_27900,FQ342_18005,FIU24_24935,IE322_01795,HNE05_09785,KQ248_20485,BVH74_15210,H7683_17185,MT1_3489,CL52_14580,I9X27_07525,CHR29_21720,NCTC10038_01349,JQN61_10925,A0T30_10020,I9X29_07805,CS390_19040,AOU28_12575,KCX70_16410,DCC84_27605,CHN49_05715,FIU84_06130,FIV02_07070,PA3482,JHW37_07360,AO353_04055,NCTC13359_01985,I9X26_08090,HZ99_11280,ICJ54_21855,D3880_16420,FIU98_07055,PproGo58_45900,OU9_03543,JYG34_05695,HAV28_19880,CHR26_13835,HXW90_06525
PA14_57670,Aminoacyl-tRNA biosynthesis,Amino acids,FXF61_09935,IH404_05560,FA030_22500,PPTS312_46350,Pput_4413,C3F42_12090,AO356_17030,TK06_26600,FQ342_16750,FIU24_07085,IE322_00545,HNE05_14030,KQ248_09085,BVH74_10720,H7683_14880,MT1_1138,CL52_03585,I9X27_23880,CHR29_22900,NCTC10038_01026,JQN61_16740,A0T30_05730,I9X29_24915,CS390_20145,AOU28_25875,KCX70_18240,DCC84_29035,CHN49_23240,FIU84_18280,FIV02_04595,PA4439,JHW37_23755,AO353_15180,NCTC13359_05537,I9X26_27060,HZ99_12595,ICJ54_22975,D3880_18440,FIU98_04585,PproGo58_48190,OU9_04512,JYG34_21440,HAV28_20985,CHR26_12680,HXW90_04805
PA14_12230,Aminoacyl-tRNA biosynthesis,Amino acids,FXF61_11335,IH404_24900,FA030_01800,PPTS312_49350,Pput_4669,C3F42_14020,AO356_15375,TK06_25010,FQ342_15010,FIU24_27795,IE322_24650,HNE05_14845,KQ248_07765,BVH74_09230,H7683_05455,MT1_0959,CL52_18140,I9X27_04840,CHR29_24550,NCTC10038_05335,JQN61_18200,A0T30_05175,I9X29_04910,CS390_21375,AOU28_15085,KCX70_19225,DCC84_29915,CHN49_24590,FIU84_18905,FIV02_20200,PA3987,JHW37_04695,AO353_06410,NCTC13359_01421,I9X26_05185,HZ99_13520,ICJ54_24430,D3880_19475,FIU98_20185,PproGo58_51450,OU9_04040,JYG34_22710,HAV28_22325,CHR26_10840,HXW90_27690
PA14_08560,Aminoacyl-tRNA biosynthesis,Amino acids,FXF61_11985,IH404_25665,FA030_32830,PPTS312_09270,Pput_0469,C3F42_14840,AO356_14510,TK06_24145,FQ342_14150,FIU24_29665,IE322_19150,HNE05_20405,KQ248_00985,BVH74_02910,H7683_06385,MT1_4147,CL52_17830,I9X27_03310,CHR29_02550,NCTC10038_05506,JQN61_02360,A0T30_19920,I9X29_03320,CS390_22135,AOU28_15840,KCX70_02915,DCC84_30725,CHN49_02195,FIU84_03470,FIV02_21215,PA0668,JHW37_03250,AO353_07135,NCTC13359_01050,I9X26_03660,HZ99_14565,ICJ54_04120,D3880_02665,FIU98_21200,PproGo58_52980,OU9_00678,JYG34_02145,HAV28_23035,CHR26_05315,HXW90_28415
PA14_66750,Aminoacyl-tRNA biosynthesis,Amino acids,FXF61_11565,IH404_02890,FA030_26580,PPTS312_01880,Pput_4962,C3F42_19625,AO356_09445,TK06_18830,FQ342_08725,FIU24_03005,IE322_23140,HNE05_15760,KQ248_01450,BVH74_03590,H7683_12745,MT1_4238,CL52_02570,I9X27_27095,CHR29_26005,NCTC10038_00449,JQN61_19750,A0T30_04330,I9X29_28160,CS390_01685,AOU28_22535,KCX70_02420,DCC84_02140,CHN49_26130,FIU84_02685,FIV02_02660,PA5051,JHW37_26990,AO353_12440,NCTC13359_06351,I9X26_30905,HZ99_20130,ICJ54_00215,D3880_20545,FIU98_02655,PproGo58_04350,OU9_05158,JYG34_01480,HAV28_01590,CHR26_09370,HXW90_02000
PA14_28650,Aminoacyl-tRNA biosynthesis,Amino acids,FXF61_04935,IH404_18805,FA030_08890,PPTS312_35650,Pput_3225,C3F42_04865,AO356_00910,TK06_00900,FQ342_00225,FIU24_20705,IE322_11930,HNE05_09085,KQ248_13590,BVH74_14440,H7683_23715,MT1_2009,CL52_11200,I9X27_11435,CHR29_16915,NCTC10038_04029,,A0T30_13660,I9X29_11755,CS390_09160,AOU28_08710,KCX70_09540,DCC84_11115,CHN49_17125,FIU84_12015,FIV02_14425,PA2744,JHW37_11690,AO353_20875,NCTC13359_02840,I9X26_12915,HZ99_07315,ICJ54_11620,D3880_10105,FIU98_14405,PproGo58_20170,OU9_02771,JYG34_09605,HAV28_14840,CHR26_19335,HXW90_21040
PA14_10420,Aminoacyl-tRNA biosynthesis,Amino acids,FXF61_11985,IH404_25665,FA030_01020,PPTS312_09270,Pput_0469,C3F42_14840,AO356_14510,TK06_24145,FQ342_14150,FIU24_28575,IE322_19150,HNE05_20405,KQ248_00985,BVH74_02910,H7683_06385,MT1_4147,CL52_17830,I9X27_04070,CHR29_02550,NCTC10038_05506,JQN61_02360,A0T30_19920,I9X29_04155,CS390_11380,AOU28_15840,KCX70_02915,DCC84_30725,CHN49_02195,FIU84_03470,FIV02_21215,PA4138,JHW37_03935,AO353_07135,NCTC13359_01265,I9X26_04425,HZ99_14565,ICJ54_04120,D3880_02665,FIU98_21200,PproGo58_52980,OU9_04193,JYG34_02145,HAV28_23035,CHR26_05315,HXW90_28415
PA14_47300,Aminophosphonate metabolism,Amino acids,,IH404_17860,FA030_18200,PPTS312_21730,Pput_3529,C3F42_26615,AO356_28810,,FQ342_22550,FIU24_11390,IE322_13030,HNE05_13635,KQ248_15295,BVH74_08050,,MT1_2339,,I9X27_18510,CHR29_09445,NCTC10038_03892,JQN61_12775,,I9X29_19655,CS390_15990,AOU28_01570,,DCC84_22660,CHN49_18345,,FIV02_18320,PA1310,JHW37_19100,AO353_20240,NCTC13359_04673,I9X26_22330,HZ99_06055,ICJ54_10530,D3880_19635,FIU98_18305,PproGo58_38440,OU9_01316,JYG34_16985,HAV28_08615,CHR26_27910,HXW90_19290
PA14_30050,Anaplerotic Reactions,Carbohdyrate metabolism,FXF61_06030,IH404_17410,FA030_09470,PPTS312_38050,Pput_1748,C3F42_27565,AO356_22080,TK06_01415,FQ342_22900,FIU24_20125,IE322_04825,HNE05_08850,KQ248_14130,BVH74_14085,H7683_22785,MT1_2089,CL52_10310,I9X27_12030,CHR29_18485,NCTC10038_03762,JQN61_07645,A0T30_13270,I9X29_12370,CS390_15530,AOU28_08115,KCX70_10370,DCC84_21585,CHN49_09050,FIU84_11795,FIV02_11460,PA2634,JHW37_12185,AO353_27735,NCTC13359_02959,I9X26_14030,HZ99_05770,ICJ54_18815,D3880_12405,FIU98_11440,PproGo58_37800,OU9_02666,JYG34_16645,HAV28_08970,CHR26_18225,HXW90_18870
PA14_06290,Anaplerotic Reactions,Carbohdyrate metabolism,FXF61_00270,IH404_26030,FA030_31900,PPTS312_08460,Pput_0382,C3F42_15275,AO356_14100,TK06_23710,FQ342_13685,FIU24_30595,IE322_19550,HNE05_16065,KQ248_06930,BVH74_07250,H7683_07000,MT1_0827,CL52_18700,I9X27_02455,CHR29_02130,NCTC10038_05588,JQN61_01910,A0T30_04010,I9X29_02460,CS390_22530,,KCX70_19895,DCC84_31170,CHN49_01780,FIU84_19530,FIV02_21830,PA0482,JHW37_02295,AO353_07560,NCTC13359_00869,I9X26_02490,HZ99_15270,ICJ54_03725,D3880_01840,FIU98_21810,PproGo58_53780,OU9_00493,JYG34_24175,HAV28_23525,CHR26_05720,HXW90_28815
PA14_11690,Anaplerotic Reactions,Carbohdyrate metabolism,FXF61_00950,IH404_25095,FA030_01585,PPTS312_10300,Pput_0577,C3F42_14205,AO356_15190,TK06_24825,FQ342_14815,FIU24_28010,IE322_18585,HNE05_15065,KQ248_08815,BVH74_09065,H7683_05670,MT1_1077,CL52_03305,I9X27_04625,CHR29_03155,NCTC10038_05375,JQN61_02890,A0T30_04940,I9X29_04700,CS390_21540,AOU28_15305,KCX70_18570,DCC84_30115,CHN49_02785,FIU84_18565,FIV02_20460,PA4031,JHW37_04485,AO353_06595,NCTC13359_01378,I9X26_04970,HZ99_13715,ICJ54_04695,D3880_03255,FIU98_20445,PproGo58_51840,OU9_04082,JYG34_02905,HAV28_22510,CHR26_04550,HXW90_27885
PA14_16690,Anaplerotic Reactions,Carbohdyrate metabolism,FXF61_12020,IH404_07535,FA030_03400,PPTS312_15850,Pput_4217,C3F42_23690,AO356_06185,TK06_15510,FQ342_05125,FIU24_26195,IE322_15925,HNE05_03050,KQ248_11625,BVH74_00350,H7683_03295,MT1_1631,CL52_06295,I9X27_06495,CHR29_05895,NCTC10038_01417,JQN61_15750,A0T30_07135,I9X29_06785,CS390_05560,AOU28_13520,KCX70_07400,DCC84_06080,CHN49_22230,FIU84_14015,FIV02_17830,PA3687,JHW37_06425,AO353_16310,NCTC13359_01740,I9X26_06830,HZ99_23995,,D3880_06340,FIU98_17815,PproGo58_11180,OU9_03729,JYG34_05910,HAV28_05880,CHR26_01915,HXW90_06895
PA14_68580,Anaplerotic Reactions,Carbohdyrate metabolism,FXF61_00315,IH404_02285,FA030_27370,PPTS312_07320,Pput_0268,C3F42_15850,AO356_10140,TK06_19500,FQ342_09500,FIU24_02215,IE322_20105,HNE05_16940,KQ248_05570,BVH74_07710,H7683_12025,MT1_0547,CL52_19390,I9X27_27825,CHR29_01395,NCTC10038_00276,JQN61_01360,A0T30_03420,I9X29_28920,CS390_23310,AOU28_21795,KCX70_21365,DCC84_01300,CHN49_01160,FIU84_01405,FIV02_01910,PA5192,JHW37_27805,AO353_11775,NCTC13359_06506,I9X26_31895,HZ99_19425,ICJ54_03130,D3880_21135,FIU98_01910,PproGo58_02810,OU9_05301,JYG34_01105,HAV28_24080,CHR26_06340,HXW90_01245
